m_phi,Delta_phi_ini,sector
0.3517999999999998,1.824,B
0.3517999999999998,1.826,B
0.3517999999999998,1.828,B
0.3517999999999998,1.83,B
0.3517999999999998,1.832,B
0.3517999999999998,1.834,B
0.3517999999999998,1.836,B
0.3517999999999998,1.838,B
0.3517999999999998,1.84,B
0.3517999999999998,1.842,B
0.3517999999999998,1.844,B
0.3517999999999998,1.846,B
0.3517999999999998,1.848,B
0.3517999999999998,1.85,B
0.3517999999999998,1.852,B
0.3517999999999998,1.854,B
0.3517999999999998,1.856,B
0.3517999999999998,1.858,B
0.3517999999999998,1.86,B
0.3517999999999998,1.862,B
0.3517999999999998,1.864,B
0.3517999999999998,1.866,B
0.3517999999999998,1.868,B
0.3517999999999998,1.87,B
0.3517999999999998,1.872,B
0.3517999999999998,1.874,B
0.3517999999999998,1.8760000000000001,B
0.3517999999999998,1.8780000000000001,B
0.3517999999999998,1.8800000000000001,B
0.3517999999999998,1.8820000000000001,B
0.3517999999999998,1.8840000000000001,B
0.3517999999999998,1.8860000000000001,B
0.3517999999999998,1.8880000000000001,B
0.3517999999999998,1.8900000000000001,B
0.3517999999999998,1.8920000000000001,B
0.3517999999999998,1.8940000000000001,B
0.3517999999999998,1.8960000000000001,B
0.3517999999999998,1.8980000000000001,B
0.3517999999999998,1.9000000000000001,B
0.3517999999999998,1.9020000000000001,B
0.3517999999999998,1.9040000000000001,B
0.3517999999999998,1.9060000000000001,B
0.3517999999999998,1.9080000000000001,B
0.3517999999999998,1.9100000000000001,B
0.3517999999999998,1.9120000000000001,B
0.3517999999999998,1.9140000000000001,B
0.3517999999999998,1.9160000000000001,B
0.3517999999999998,1.9180000000000001,B
0.3517999999999998,1.9200000000000002,B
0.3517999999999998,1.9220000000000002,B
0.3517999999999998,1.9240000000000002,B
0.3517999999999998,1.9260000000000002,B
0.3517999999999998,1.9280000000000002,B
0.3517999999999998,1.9300000000000002,B
0.3517999999999998,1.9320000000000002,B
0.3517999999999998,1.9340000000000002,B
0.3517999999999998,1.9360000000000002,B
0.3517999999999998,1.9380000000000002,B
0.3517999999999998,1.9400000000000002,B
0.3517999999999998,1.9420000000000002,B
0.3517999999999998,1.9440000000000002,B
0.3517999999999998,1.9460000000000002,B
0.3517999999999998,1.9480000000000002,B
0.3517999999999998,1.9500000000000002,B
0.3517999999999998,1.9520000000000002,B
0.3517999999999998,1.9540000000000002,B
0.3517999999999998,1.9560000000000002,B
0.3517999999999998,1.9580000000000002,B
0.3517999999999998,1.9600000000000002,B
0.3517999999999998,1.9620000000000002,B
0.3517999999999998,1.9640000000000002,B
0.3517999999999998,1.9660000000000002,B
0.3517999999999998,1.9680000000000002,B
0.3517999999999998,1.9700000000000002,B
0.3517999999999998,1.9720000000000002,B
0.3517999999999998,1.9740000000000002,B
0.3517999999999998,1.9760000000000002,B
0.3517999999999998,1.9780000000000002,B
0.3517999999999998,1.9800000000000002,B
0.3517999999999998,1.9820000000000002,B
0.3517999999999998,1.9840000000000002,B
0.3517999999999998,1.9860000000000002,B
0.3517999999999998,1.9880000000000002,B
0.3517999999999998,1.9900000000000002,B
0.3517999999999998,1.9920000000000002,B
0.3517999999999998,1.9940000000000002,B
0.3517999999999998,1.9960000000000002,B
0.3517999999999998,1.9980000000000002,B
0.3517999999999998,2.0,B
0.3517999999999998,2.0020000000000002,B
0.3517999999999998,2.0040000000000004,B
0.3517999999999998,2.0060000000000002,B
0.3517999999999998,2.008,B
0.3517999999999998,2.0100000000000002,B
0.3517999999999998,2.0120000000000005,B
0.3517999999999998,2.0140000000000002,B
0.3517999999999998,2.016,B
0.3517999999999998,2.0180000000000002,B
0.3517999999999998,2.0200000000000005,B
0.3517999999999998,2.0220000000000002,B
0.3517999999999998,2.024,B
0.3517999999999998,2.0260000000000002,B
0.3517999999999998,2.0280000000000005,B
0.3517999999999998,2.0300000000000002,B
0.3517999999999998,2.032,B
0.3517999999999998,2.0340000000000003,B
0.3517999999999998,2.0360000000000005,B
0.3517999999999998,2.0380000000000003,B
0.3517999999999998,2.04,B
0.3517999999999998,2.0420000000000003,B
0.3517999999999998,2.0440000000000005,B
0.3517999999999998,2.0460000000000003,B
0.3517999999999998,2.048,B
0.3517999999999998,2.0500000000000003,B
0.3517999999999998,2.0520000000000005,B
0.3517999999999998,2.0540000000000003,B
0.3517999999999998,2.056,B
0.3517999999999998,2.0580000000000003,B
0.3517999999999998,2.0600000000000005,B
0.3517999999999998,2.0620000000000003,B
0.3517999999999998,2.064,B
0.3517999999999998,2.0660000000000003,B
0.3517999999999998,2.0680000000000005,B
0.3517999999999998,2.0700000000000003,B
0.3517999999999998,2.072,B
0.3517999999999998,2.0740000000000003,B
0.3517999999999998,2.0760000000000005,B
0.3517999999999998,2.0780000000000003,B
0.3517999999999998,2.08,B
0.3517999999999998,2.0820000000000003,B
0.3517999999999998,2.0840000000000005,B
0.3517999999999998,2.0860000000000003,B
0.3517999999999998,2.088,B
0.3517999999999998,2.0900000000000003,B
0.3517999999999998,2.0920000000000005,B
0.3517999999999998,2.0940000000000003,B
0.3517999999999998,2.096,B
0.3517999999999998,2.0980000000000003,B
0.3517999999999998,2.1000000000000005,B
0.3517999999999998,2.1020000000000003,B
0.3517999999999998,2.104,B
0.3517999999999998,2.1060000000000003,B
0.3517999999999998,2.1080000000000005,B
0.3517999999999998,2.1100000000000003,B
0.3517999999999998,2.112,B
0.3517999999999998,2.1140000000000003,B
0.3517999999999998,2.1160000000000005,B
0.3517999999999998,2.1180000000000003,B
0.3517999999999998,2.12,B
0.3517999999999998,2.1220000000000003,B
0.3517999999999998,2.1240000000000006,B
0.3517999999999998,2.1260000000000003,B
0.3517999999999998,2.128,B
0.3517999999999998,2.1300000000000003,B
0.3517999999999998,2.1320000000000006,B
0.3517999999999998,2.1340000000000003,B
0.3517999999999998,2.136,B
0.3517999999999998,2.1380000000000003,B
0.3517999999999998,2.1400000000000006,B
0.3517999999999998,2.1420000000000003,B
0.3517999999999998,2.144,B
0.3517999999999998,2.1460000000000004,B
0.3517999999999998,2.1480000000000006,B
0.3517999999999998,2.1500000000000004,B
0.3517999999999998,2.152,B
0.3517999999999998,2.1540000000000004,A
0.3517999999999998,2.1560000000000006,A
0.3517999999999998,2.1580000000000004,A
0.3517999999999998,2.16,A
0.3517999999999998,2.1620000000000004,A
0.3517999999999998,2.1640000000000006,A
0.3517999999999998,2.1660000000000004,A
0.3517999999999998,2.168,A
0.3517999999999998,2.1700000000000004,A
0.3517999999999998,2.1720000000000006,A
0.3517999999999998,2.1740000000000004,A
0.3517999999999998,2.176,A
0.3517999999999998,2.1780000000000004,A
0.3517999999999998,2.1800000000000006,A
0.3517999999999998,2.1820000000000004,A
0.3517999999999998,2.184,A
0.3517999999999998,2.1860000000000004,A
0.3517999999999998,2.1880000000000006,A
0.3517999999999998,2.1900000000000004,A
0.3517999999999998,2.192,A
0.3517999999999998,2.1940000000000004,A
0.3517999999999998,2.1960000000000006,A
0.3517999999999998,2.1980000000000004,A
0.3517999999999998,2.2,A
0.35199999999999976,1.7,B
0.35199999999999976,1.702,B
0.35199999999999976,1.704,B
0.35199999999999976,1.706,B
0.35199999999999976,1.708,B
0.35199999999999976,1.71,B
0.35199999999999976,1.712,B
0.35199999999999976,1.714,B
0.35199999999999976,1.716,B
0.35199999999999976,1.718,B
0.35199999999999976,1.72,B
0.35199999999999976,1.722,B
0.35199999999999976,1.724,B
0.35199999999999976,1.726,B
0.35199999999999976,1.728,B
0.35199999999999976,1.73,B
0.35199999999999976,1.732,B
0.35199999999999976,1.734,B
0.35199999999999976,1.736,B
0.35199999999999976,1.738,B
0.35199999999999976,1.74,B
0.35199999999999976,1.742,B
0.35199999999999976,1.744,B
0.35199999999999976,1.746,B
0.35199999999999976,1.748,B
0.35199999999999976,1.75,B
0.35199999999999976,1.752,B
0.35199999999999976,1.754,B
0.35199999999999976,1.756,B
0.35199999999999976,1.758,B
0.35199999999999976,1.76,B
0.35199999999999976,1.762,B
0.35199999999999976,1.764,B
0.35199999999999976,1.766,B
0.35199999999999976,1.768,B
0.35199999999999976,1.77,B
0.35199999999999976,1.772,B
0.35199999999999976,1.774,B
0.35199999999999976,1.776,B
0.35199999999999976,1.778,B
0.35199999999999976,1.78,B
0.35199999999999976,1.782,B
0.35199999999999976,1.784,B
0.35199999999999976,1.786,B
0.35199999999999976,1.788,B
0.35199999999999976,1.79,B
0.35199999999999976,1.792,B
0.35199999999999976,1.794,B
0.35199999999999976,1.796,B
0.35199999999999976,1.798,B
0.35199999999999976,1.8,B
0.35199999999999976,1.802,B
0.35199999999999976,1.804,B
0.35199999999999976,1.806,B
0.35199999999999976,1.808,B
0.35199999999999976,1.81,B
0.35199999999999976,1.812,B
0.35199999999999976,1.814,B
0.35199999999999976,1.816,B
0.35199999999999976,1.818,B
0.35199999999999976,1.82,B
0.35199999999999976,1.822,B
0.35199999999999976,1.824,B
0.35199999999999976,1.826,B
0.35199999999999976,1.828,B
0.35199999999999976,1.83,B
0.35199999999999976,1.832,B
0.35199999999999976,1.834,B
0.35199999999999976,1.836,B
0.35199999999999976,1.838,B
0.35199999999999976,1.84,B
0.35199999999999976,1.842,B
0.35199999999999976,1.844,B
0.35199999999999976,1.846,B
0.35199999999999976,1.848,B
0.35199999999999976,1.85,B
0.35199999999999976,1.852,B
0.35199999999999976,1.854,B
0.35199999999999976,1.856,B
0.35199999999999976,1.858,B
0.35199999999999976,1.86,B
0.35199999999999976,1.862,B
0.35199999999999976,1.864,B
0.35199999999999976,1.866,B
0.35199999999999976,1.868,B
0.35199999999999976,1.87,B
0.35199999999999976,1.872,B
0.35199999999999976,1.874,B
0.35199999999999976,1.8760000000000001,B
0.35199999999999976,1.8780000000000001,B
0.35199999999999976,1.8800000000000001,B
0.35199999999999976,1.8820000000000001,B
0.35199999999999976,1.8840000000000001,B
0.35199999999999976,1.8860000000000001,B
0.35199999999999976,1.8880000000000001,B
0.35199999999999976,1.8900000000000001,B
0.35199999999999976,1.8920000000000001,B
0.35199999999999976,1.8940000000000001,B
0.35199999999999976,1.8960000000000001,B
0.35199999999999976,1.8980000000000001,B
0.35199999999999976,1.9000000000000001,B
0.35199999999999976,1.9020000000000001,B
0.35199999999999976,1.9040000000000001,B
0.35199999999999976,1.9060000000000001,B
0.35199999999999976,1.9080000000000001,B
0.35199999999999976,1.9100000000000001,B
0.35199999999999976,1.9120000000000001,B
0.35199999999999976,1.9140000000000001,B
0.35199999999999976,1.9160000000000001,B
0.35199999999999976,1.9180000000000001,B
0.35199999999999976,1.9200000000000002,B
0.35199999999999976,1.9220000000000002,B
0.35199999999999976,1.9240000000000002,B
0.35199999999999976,1.9260000000000002,B
0.35199999999999976,1.9280000000000002,B
0.35199999999999976,1.9300000000000002,B
0.35199999999999976,1.9320000000000002,B
0.35199999999999976,1.9340000000000002,B
0.35199999999999976,1.9360000000000002,B
0.35199999999999976,1.9380000000000002,B
0.35199999999999976,1.9400000000000002,B
0.35199999999999976,1.9420000000000002,B
0.35199999999999976,1.9440000000000002,B
0.35199999999999976,1.9460000000000002,B
0.35199999999999976,1.9480000000000002,B
0.35199999999999976,1.9500000000000002,B
0.35199999999999976,1.9520000000000002,B
0.35199999999999976,1.9540000000000002,B
0.35199999999999976,1.9560000000000002,B
0.35199999999999976,1.9580000000000002,B
0.35199999999999976,1.9600000000000002,B
0.35199999999999976,1.9620000000000002,B
0.35199999999999976,1.9640000000000002,B
0.35199999999999976,1.9660000000000002,B
0.35199999999999976,1.9680000000000002,B
0.35199999999999976,1.9700000000000002,B
0.35199999999999976,1.9720000000000002,B
0.35199999999999976,1.9740000000000002,B
0.35199999999999976,1.9760000000000002,B
0.35199999999999976,1.9780000000000002,B
0.35199999999999976,1.9800000000000002,B
0.35199999999999976,1.9820000000000002,B
0.35199999999999976,1.9840000000000002,B
0.35199999999999976,1.9860000000000002,B
0.35199999999999976,1.9880000000000002,B
0.35199999999999976,1.9900000000000002,B
0.35199999999999976,1.9920000000000002,B
0.35199999999999976,1.9940000000000002,B
0.35199999999999976,1.9960000000000002,B
0.35199999999999976,1.9980000000000002,B
0.35199999999999976,2.0,B
0.35199999999999976,2.0020000000000002,B
0.35199999999999976,2.0040000000000004,B
0.35199999999999976,2.0060000000000002,B
0.35199999999999976,2.008,B
0.35199999999999976,2.0100000000000002,B
0.35199999999999976,2.0120000000000005,B
0.35199999999999976,2.0140000000000002,B
0.35199999999999976,2.016,B
0.35199999999999976,2.0180000000000002,B
0.35199999999999976,2.0200000000000005,B
0.35199999999999976,2.0220000000000002,B
0.35199999999999976,2.024,B
0.35199999999999976,2.0260000000000002,B
0.35199999999999976,2.0280000000000005,B
0.35199999999999976,2.0300000000000002,B
0.35199999999999976,2.032,B
0.35199999999999976,2.0340000000000003,B
0.35199999999999976,2.0360000000000005,B
0.35199999999999976,2.0380000000000003,B
0.35199999999999976,2.04,B
0.35199999999999976,2.0420000000000003,B
0.35199999999999976,2.0440000000000005,B
0.35199999999999976,2.0460000000000003,B
0.35199999999999976,2.048,B
0.35199999999999976,2.0500000000000003,B
0.35199999999999976,2.0520000000000005,B
0.35199999999999976,2.0540000000000003,B
0.35199999999999976,2.056,B
0.35199999999999976,2.0580000000000003,B
0.35199999999999976,2.0600000000000005,B
0.35199999999999976,2.0620000000000003,B
0.35199999999999976,2.064,B
0.35199999999999976,2.0660000000000003,B
0.35199999999999976,2.0680000000000005,B
0.35199999999999976,2.0700000000000003,B
0.35199999999999976,2.072,B
0.35199999999999976,2.0740000000000003,B
0.35199999999999976,2.0760000000000005,B
0.35199999999999976,2.0780000000000003,B
0.35199999999999976,2.08,B
0.35199999999999976,2.0820000000000003,B
0.35199999999999976,2.0840000000000005,B
0.35199999999999976,2.0860000000000003,B
0.35199999999999976,2.088,B
0.35199999999999976,2.0900000000000003,B
0.35199999999999976,2.0920000000000005,B
0.35199999999999976,2.0940000000000003,B
0.35199999999999976,2.096,B
0.35199999999999976,2.0980000000000003,B
0.35199999999999976,2.1000000000000005,B
0.35199999999999976,2.1020000000000003,B
0.35199999999999976,2.104,B
0.35199999999999976,2.1060000000000003,B
0.35199999999999976,2.1080000000000005,B
0.35199999999999976,2.1100000000000003,B
0.35199999999999976,2.112,B
0.35199999999999976,2.1140000000000003,B
0.35199999999999976,2.1160000000000005,B
0.35199999999999976,2.1180000000000003,B
0.35199999999999976,2.12,B
0.35199999999999976,2.1220000000000003,B
0.35199999999999976,2.1240000000000006,B
0.35199999999999976,2.1260000000000003,B
0.35199999999999976,2.128,B
0.35199999999999976,2.1300000000000003,B
0.35199999999999976,2.1320000000000006,B
0.35199999999999976,2.1340000000000003,B
0.35199999999999976,2.136,B
0.35199999999999976,2.1380000000000003,B
0.35199999999999976,2.1400000000000006,B
0.35199999999999976,2.1420000000000003,B
0.35199999999999976,2.144,B
0.35199999999999976,2.1460000000000004,A
0.35199999999999976,2.1480000000000006,A
0.35199999999999976,2.1500000000000004,A
0.35199999999999976,2.152,A
0.35199999999999976,2.1540000000000004,A
0.35199999999999976,2.1560000000000006,A
0.35199999999999976,2.1580000000000004,A
0.35199999999999976,2.16,A
0.35199999999999976,2.1620000000000004,A
0.35199999999999976,2.1640000000000006,A
0.35199999999999976,2.1660000000000004,A
0.35199999999999976,2.168,A
0.35199999999999976,2.1700000000000004,A
0.35199999999999976,2.1720000000000006,A
0.35199999999999976,2.1740000000000004,A
0.35199999999999976,2.176,A
0.35199999999999976,2.1780000000000004,A
0.35199999999999976,2.1800000000000006,A
0.35199999999999976,2.1820000000000004,A
0.35199999999999976,2.184,A
0.35199999999999976,2.1860000000000004,A
0.35199999999999976,2.1880000000000006,A
0.35199999999999976,2.1900000000000004,A
0.35199999999999976,2.192,A
0.35199999999999976,2.1940000000000004,A
0.35199999999999976,2.1960000000000006,A
0.35199999999999976,2.1980000000000004,A
0.35199999999999976,2.2,A
0.35219999999999974,1.7,B
0.35219999999999974,1.702,B
0.35219999999999974,1.704,B
0.35219999999999974,1.706,B
0.35219999999999974,1.708,B
0.35219999999999974,1.71,B
0.35219999999999974,1.712,B
0.35219999999999974,1.714,B
0.35219999999999974,1.716,B
0.35219999999999974,1.718,B
0.35219999999999974,1.72,B
0.35219999999999974,1.722,B
0.35219999999999974,1.724,B
0.35219999999999974,1.726,B
0.35219999999999974,1.728,B
0.35219999999999974,1.73,B
0.35219999999999974,1.732,B
0.35219999999999974,1.734,B
0.35219999999999974,1.736,B
0.35219999999999974,1.738,B
0.35219999999999974,1.74,B
0.35219999999999974,1.742,B
0.35219999999999974,1.744,B
0.35219999999999974,1.746,B
0.35219999999999974,1.748,B
0.35219999999999974,1.75,B
0.35219999999999974,1.752,B
0.35219999999999974,1.754,B
0.35219999999999974,1.756,B
0.35219999999999974,1.758,B
0.35219999999999974,1.76,B
0.35219999999999974,1.762,B
0.35219999999999974,1.764,B
0.35219999999999974,1.766,B
0.35219999999999974,1.768,B
0.35219999999999974,1.77,B
0.35219999999999974,1.772,B
0.35219999999999974,1.774,B
0.35219999999999974,1.776,B
0.35219999999999974,1.778,B
0.35219999999999974,1.78,B
0.35219999999999974,1.782,B
0.35219999999999974,1.784,B
0.35219999999999974,1.786,B
0.35219999999999974,1.788,B
0.35219999999999974,1.79,B
0.35219999999999974,1.792,B
0.35219999999999974,1.794,B
0.35219999999999974,1.796,B
0.35219999999999974,1.798,B
0.35219999999999974,1.8,B
0.35219999999999974,1.802,B
0.35219999999999974,1.804,B
0.35219999999999974,1.806,B
0.35219999999999974,1.808,B
0.35219999999999974,1.81,B
0.35219999999999974,1.812,B
0.35219999999999974,1.814,B
0.35219999999999974,1.816,B
0.35219999999999974,1.818,B
0.35219999999999974,1.82,B
0.35219999999999974,1.822,B
0.35219999999999974,1.824,B
0.35219999999999974,1.826,B
0.35219999999999974,1.828,B
0.35219999999999974,1.83,B
0.35219999999999974,1.832,B
0.35219999999999974,1.834,B
0.35219999999999974,1.836,B
0.35219999999999974,1.838,B
0.35219999999999974,1.84,B
0.35219999999999974,1.842,B
0.35219999999999974,1.844,B
0.35219999999999974,1.846,B
0.35219999999999974,1.848,B
0.35219999999999974,1.85,B
0.35219999999999974,1.852,B
0.35219999999999974,1.854,B
0.35219999999999974,1.856,B
0.35219999999999974,1.858,B
0.35219999999999974,1.86,B
0.35219999999999974,1.862,B
0.35219999999999974,1.864,B
0.35219999999999974,1.866,B
0.35219999999999974,1.868,B
0.35219999999999974,1.87,B
0.35219999999999974,1.872,B
0.35219999999999974,1.874,B
0.35219999999999974,1.8760000000000001,B
0.35219999999999974,1.8780000000000001,B
0.35219999999999974,1.8800000000000001,B
0.35219999999999974,1.8820000000000001,B
0.35219999999999974,1.8840000000000001,B
0.35219999999999974,1.8860000000000001,B
0.35219999999999974,1.8880000000000001,B
0.35219999999999974,1.8900000000000001,B
0.35219999999999974,1.8920000000000001,B
0.35219999999999974,1.8940000000000001,B
0.35219999999999974,1.8960000000000001,B
0.35219999999999974,1.8980000000000001,B
0.35219999999999974,1.9000000000000001,B
0.35219999999999974,1.9020000000000001,B
0.35219999999999974,1.9040000000000001,B
0.35219999999999974,1.9060000000000001,B
0.35219999999999974,1.9080000000000001,B
0.35219999999999974,1.9100000000000001,B
0.35219999999999974,1.9120000000000001,B
0.35219999999999974,1.9140000000000001,B
0.35219999999999974,1.9160000000000001,B
0.35219999999999974,1.9180000000000001,B
0.35219999999999974,1.9200000000000002,B
0.35219999999999974,1.9220000000000002,B
0.35219999999999974,1.9240000000000002,B
0.35219999999999974,1.9260000000000002,B
0.35219999999999974,1.9280000000000002,B
0.35219999999999974,1.9300000000000002,B
0.35219999999999974,1.9320000000000002,B
0.35219999999999974,1.9340000000000002,B
0.35219999999999974,1.9360000000000002,B
0.35219999999999974,1.9380000000000002,B
0.35219999999999974,1.9400000000000002,B
0.35219999999999974,1.9420000000000002,B
0.35219999999999974,1.9440000000000002,B
0.35219999999999974,1.9460000000000002,B
0.35219999999999974,1.9480000000000002,B
0.35219999999999974,1.9500000000000002,B
0.35219999999999974,1.9520000000000002,B
0.35219999999999974,1.9540000000000002,B
0.35219999999999974,1.9560000000000002,B
0.35219999999999974,1.9580000000000002,B
0.35219999999999974,1.9600000000000002,B
0.35219999999999974,1.9620000000000002,B
0.35219999999999974,1.9640000000000002,B
0.35219999999999974,1.9660000000000002,B
0.35219999999999974,1.9680000000000002,B
0.35219999999999974,1.9700000000000002,B
0.35219999999999974,1.9720000000000002,B
0.35219999999999974,1.9740000000000002,B
0.35219999999999974,1.9760000000000002,B
0.35219999999999974,1.9780000000000002,B
0.35219999999999974,1.9800000000000002,B
0.35219999999999974,1.9820000000000002,B
0.35219999999999974,1.9840000000000002,B
0.35219999999999974,1.9860000000000002,B
0.35219999999999974,1.9880000000000002,B
0.35219999999999974,1.9900000000000002,B
0.35219999999999974,1.9920000000000002,B
0.35219999999999974,1.9940000000000002,B
0.35219999999999974,1.9960000000000002,B
0.35219999999999974,1.9980000000000002,B
0.35219999999999974,2.0,B
0.35219999999999974,2.0020000000000002,B
0.35219999999999974,2.0040000000000004,B
0.35219999999999974,2.0060000000000002,B
0.35219999999999974,2.008,B
0.35219999999999974,2.0100000000000002,B
0.35219999999999974,2.0120000000000005,B
0.35219999999999974,2.0140000000000002,B
0.35219999999999974,2.016,B
0.35219999999999974,2.0180000000000002,B
0.35219999999999974,2.0200000000000005,B
0.35219999999999974,2.0220000000000002,B
0.35219999999999974,2.024,B
0.35219999999999974,2.0260000000000002,B
0.35219999999999974,2.0280000000000005,B
0.35219999999999974,2.0300000000000002,B
0.35219999999999974,2.032,B
0.35219999999999974,2.0340000000000003,B
0.35219999999999974,2.0360000000000005,B
0.35219999999999974,2.0380000000000003,B
0.35219999999999974,2.04,B
0.35219999999999974,2.0420000000000003,B
0.35219999999999974,2.0440000000000005,B
0.35219999999999974,2.0460000000000003,B
0.35219999999999974,2.048,B
0.35219999999999974,2.0500000000000003,B
0.35219999999999974,2.0520000000000005,B
0.35219999999999974,2.0540000000000003,B
0.35219999999999974,2.056,B
0.35219999999999974,2.0580000000000003,B
0.35219999999999974,2.0600000000000005,B
0.35219999999999974,2.0620000000000003,B
0.35219999999999974,2.064,B
0.35219999999999974,2.0660000000000003,B
0.35219999999999974,2.0680000000000005,B
0.35219999999999974,2.0700000000000003,B
0.35219999999999974,2.072,B
0.35219999999999974,2.0740000000000003,B
0.35219999999999974,2.0760000000000005,B
0.35219999999999974,2.0780000000000003,B
0.35219999999999974,2.08,B
0.35219999999999974,2.0820000000000003,B
0.35219999999999974,2.0840000000000005,B
0.35219999999999974,2.0860000000000003,B
0.35219999999999974,2.088,B
0.35219999999999974,2.0900000000000003,B
0.35219999999999974,2.0920000000000005,B
0.35219999999999974,2.0940000000000003,B
0.35219999999999974,2.096,B
0.35219999999999974,2.0980000000000003,B
0.35219999999999974,2.1000000000000005,B
0.35219999999999974,2.1020000000000003,B
0.35219999999999974,2.104,B
0.35219999999999974,2.1060000000000003,B
0.35219999999999974,2.1080000000000005,B
0.35219999999999974,2.1100000000000003,B
0.35219999999999974,2.112,B
0.35219999999999974,2.1140000000000003,B
0.35219999999999974,2.1160000000000005,B
0.35219999999999974,2.1180000000000003,B
0.35219999999999974,2.12,B
0.35219999999999974,2.1220000000000003,B
0.35219999999999974,2.1240000000000006,B
0.35219999999999974,2.1260000000000003,B
0.35219999999999974,2.128,B
0.35219999999999974,2.1300000000000003,B
0.35219999999999974,2.1320000000000006,B
0.35219999999999974,2.1340000000000003,B
0.35219999999999974,2.136,B
0.35219999999999974,2.1380000000000003,B
0.35219999999999974,2.1400000000000006,A
0.35219999999999974,2.1420000000000003,A
0.35219999999999974,2.144,A
0.35219999999999974,2.1460000000000004,A
0.35219999999999974,2.1480000000000006,A
0.35219999999999974,2.1500000000000004,A
0.35219999999999974,2.152,A
0.35219999999999974,2.1540000000000004,A
0.35219999999999974,2.1560000000000006,A
0.35219999999999974,2.1580000000000004,A
0.35219999999999974,2.16,A
0.35219999999999974,2.1620000000000004,A
0.35219999999999974,2.1640000000000006,A
0.35219999999999974,2.1660000000000004,A
0.35219999999999974,2.168,A
0.35219999999999974,2.1700000000000004,A
0.35219999999999974,2.1720000000000006,A
0.35219999999999974,2.1740000000000004,A
0.35219999999999974,2.176,A
0.35219999999999974,2.1780000000000004,A
0.35219999999999974,2.1800000000000006,A
0.35219999999999974,2.1820000000000004,A
0.35219999999999974,2.184,A
0.35219999999999974,2.1860000000000004,A
0.35219999999999974,2.1880000000000006,A
0.35219999999999974,2.1900000000000004,A
0.35219999999999974,2.192,A
0.35219999999999974,2.1940000000000004,A
0.35219999999999974,2.1960000000000006,A
0.35219999999999974,2.1980000000000004,A
0.35219999999999974,2.2,A
0.3523999999999997,1.7,B
0.3523999999999997,1.702,B
0.3523999999999997,1.704,B
0.3523999999999997,1.706,B
0.3523999999999997,1.708,B
0.3523999999999997,1.71,B
0.3523999999999997,1.712,B
0.3523999999999997,1.714,B
0.3523999999999997,1.716,B
0.3523999999999997,1.718,B
0.3523999999999997,1.72,B
0.3523999999999997,1.722,B
0.3523999999999997,1.724,B
0.3523999999999997,1.726,B
0.3523999999999997,1.728,B
0.3523999999999997,1.73,B
0.3523999999999997,1.732,B
0.3523999999999997,1.734,B
0.3523999999999997,1.736,B
0.3523999999999997,1.738,B
0.3523999999999997,1.74,B
0.3523999999999997,1.742,B
0.3523999999999997,1.744,B
0.3523999999999997,1.746,B
0.3523999999999997,1.748,B
0.3523999999999997,1.75,B
0.3523999999999997,1.752,B
0.3523999999999997,1.754,B
0.3523999999999997,1.756,B
0.3523999999999997,1.758,B
0.3523999999999997,1.76,B
0.3523999999999997,1.762,B
0.3523999999999997,1.764,B
0.3523999999999997,1.766,B
0.3523999999999997,1.768,B
0.3523999999999997,1.77,B
0.3523999999999997,1.772,B
0.3523999999999997,1.774,B
0.3523999999999997,1.776,B
0.3523999999999997,1.778,B
0.3523999999999997,1.78,B
0.3523999999999997,1.782,B
0.3523999999999997,1.784,B
0.3523999999999997,1.786,B
0.3523999999999997,1.788,B
0.3523999999999997,1.79,B
0.3523999999999997,1.792,B
0.3523999999999997,1.794,B
0.3523999999999997,1.796,B
0.3523999999999997,1.798,B
0.3523999999999997,1.8,B
0.3523999999999997,1.802,B
0.3523999999999997,1.804,B
0.3523999999999997,1.806,B
0.3523999999999997,1.808,B
0.3523999999999997,1.81,B
0.3523999999999997,1.812,B
0.3523999999999997,1.814,B
0.3523999999999997,1.816,B
0.3523999999999997,1.818,B
0.3523999999999997,1.82,B
0.3523999999999997,1.822,B
0.3523999999999997,1.824,B
0.3523999999999997,1.826,B
0.3523999999999997,1.828,B
0.3523999999999997,1.83,B
0.3523999999999997,1.832,B
0.3523999999999997,1.834,B
0.3523999999999997,1.836,B
0.3523999999999997,1.838,B
0.3523999999999997,1.84,B
0.3523999999999997,1.842,B
0.3523999999999997,1.844,B
0.3523999999999997,1.846,B
0.3523999999999997,1.848,B
0.3523999999999997,1.85,B
0.3523999999999997,1.852,B
0.3523999999999997,1.854,B
0.3523999999999997,1.856,B
0.3523999999999997,1.858,B
0.3523999999999997,1.86,B
0.3523999999999997,1.862,B
0.3523999999999997,1.864,B
0.3523999999999997,1.866,B
0.3523999999999997,1.868,B
0.3523999999999997,1.87,B
0.3523999999999997,1.872,B
0.3523999999999997,1.874,B
0.3523999999999997,1.8760000000000001,B
0.3523999999999997,1.8780000000000001,B
0.3523999999999997,1.8800000000000001,B
0.3523999999999997,1.8820000000000001,B
0.3523999999999997,1.8840000000000001,B
0.3523999999999997,1.8860000000000001,B
0.3523999999999997,1.8880000000000001,B
0.3523999999999997,1.8900000000000001,B
0.3523999999999997,1.8920000000000001,B
0.3523999999999997,1.8940000000000001,B
0.3523999999999997,1.8960000000000001,B
0.3523999999999997,1.8980000000000001,B
